"Data","Municipio","Confirmados","Ultimo_Confirmado_Por_100k_habitantes","Novos_Confirmados_Dia","Mortos","Novos_Mortos_Dia","Ultimo_Rate_Mortos","is_repeated","Regiao","Latitude","Longitude","Area","Populacao","Densidade_Demografica","Tx_Geomet_Cresc_Anual_Popul_2010_2020","Grau_Urbanizacao","Ind_Envelhecimento","Popul_Menos_15Anos","Popul_60Anos_Mais","Razao_Sexos","Ind_Isolamento(%)","Total_Leitos_UTI_Adulto","Total_Leitos_UTI_Pediatrica","Total_SUS","Total_SUS_Pediatrica"
"12/03/2020","Santana de Parnaíba",1,"0.71712",0,0,0,0.0,"False","Oeste",-23.443,-46.9227,179.95,138132,767.61,2.45,100.0,59.26,20.28,12.02,97.12,32,0,0,0,0
"12/03/2020","São Paulo",44,"0.35912",15,0,0,0.0,"False","Centro",-23.5505,-46.6333,1521.11,11869660,7803.29,0.54,99.1,82.2,18.99,15.61,90.89,25,957,20,20,0
"12/04/2020","Arujá",12,"1.335.946",1,1,0,0.0833,"False","Leste",-23.397,-46.3204,96.17,89744,933.18,1.84,96.31,55.76,21.53,12.01,97.25,67,0,0,0,0
"12/04/2020","Barueri",48,"1.750.662",5,2,0,0.0417,"False","Oeste",-23.5114,-46.8729,65.7,26439,4024.2,0.95,100.0,47.09,23.62,11.12,94.74,55,0,0,0,0
"12/04/2020","Caieiras",34,"3.350.744",1,4,0,0.1176,"False","Norte",-23.3612,-46.7402,97.64,100612,1030.44,1.54,98.26,60.86,19.69,11.99,96.01,67,0,0,0,0
"12/04/2020","Cajamar",5,"651.033",0,1,0,0.2,"False","Norte",-23.355,-46.8789,131.39,77627,590.81,1.95,98.82,44.85,22.09,9.91,99.14,70,0,0,0,0
"12/04/2020","Carapicuíba",33,"823.092",2,2,0,0.0606,"False","Oeste",-23.524,-46.8411,34.55,394598,11421.07,0.66,100.0,58.79,21.98,12.92,94.44,64,3,0,0,0
"12/04/2020","Cotia",62,"2.487.862",3,4,0,0.0645,"False","Sudoeste",-23.6027,-46.9195,323.99,247424,763.68,2.12,100.0,52.81,21.7,11.46,95.79,63,0,0,0,0
"12/04/2020","Diadema",63,"1.486.256",3,1,0,0.0159,"False","Sudeste",-23.6817,-46.6203,30.73,404477,13162.28,0.47,100.0,56.47,20.92,11.81,93.69,65,20,0,0,0
"12/04/2020","Embu das Artes",34,"1.242.118",0,2,0,0.0588,"False","Sudoeste",-23.6515,-46.8522,70.4,27079,3846.45,1.22,100.0,47.99,22.81,10.95,94.56,63,0,0,0,0
"12/04/2020","Embu-Guaçu",4,"576.493",0,0,0,0.0,"False","Sudoeste",-23.8295,-46.8149,155.64,68053,437.25,0.82,97.33,65.4,20.39,13.33,97.85,0,0,0,0,0
"12/04/2020","Ferraz de Vasconcelos",34,"1.750.088",0,0,0,0.0,"False","Leste",-23.529,-46.3636,29.56,193037,6530.35,1.39,95.51,50.76,21.48,10.9,95.47,61,0,0,0,0
"12/04/2020","Francisco Morato",14,"79.616",1,1,0,0.0714,"False","Norte",-23.2794,-46.7448,49.0,174403,3559.24,1.23,99.8,46.83,22.9,10.72,98.05,59,0,0,0,0
"12/04/2020","Franco da Rocha",22,"142.405",3,2,1,0.0909,"False","Norte",-23.3234,-46.7295,132.78,152201,1146.26,1.48,92.13,53.96,20.81,11.23,103.63,63,0,0,0,0
"12/04/2020","Guararema",1,"335.593",0,0,0,0.0,"False","Leste",-23.4129,-46.035,270.82,29429,108.67,1.32,86.05,70.18,20.16,14.15,99.72,0,2,0,0,0
"12/04/2020","Guarulhos",198,"1.435.634",7,16,0,0.0808,"False","Leste",-23.4543,-46.5337,318.68,1351275,4240.23,1.02,100.0,57.41,20.97,12.04,95.01,63,23,2,0,0
"12/04/2020","Itapecerica da Serra",27,"1.536.772",0,1,0,0.037,"False","Sudoeste",-23.7154,-46.8526,150.74,169619,1125.24,1.08,99.17,48.05,22.36,10.74,99.46,67,0,0,0,0
"12/04/2020","Itapevi",18,"757.257",1,4,0,0.2222,"False","Oeste",-23.5493,-46.9332,82.66,237714,2875.8,1.72,100.0,42.1,23.08,9.72,96.78,62,0,0,0,0
"12/04/2020","Itaquaquecetuba",26,"701.147",1,0,0,0.0,"False","Leste",-23.4849,-46.3495,82.62,370589,4485.46,1.44,100.0,45.33,22.35,10.13,96.77,66,0,0,0,0
"12/04/2020","Jandira",4,"320.161",1,0,0,0.0,"False","Oeste",-23.528,-46.9028,17.45,123603,7083.27,1.34,100.0,52.93,20.51,10.85,95.76,63,0,0,0,0
"12/04/2020","Mairiporã",7,"698.749",0,2,0,0.2857,"False","Norte",-23.3157,-46.5824,320.7,98622,307.52,2.02,92.18,72.45,18.48,13.39,100.69,67,0,0,0,0
"12/04/2020","Mauá",45,"951.551",2,0,0,0.0,"False","Sudeste",-23.6666,-46.4599,61.91,460132,7432.27,1.0,100.0,66.02,19.03,12.56,95.49,62,0,0,0,0
"12/04/2020","Mogi das Cruzes",58,"1.300.909",2,2,0,0.0345,"False","Leste",-23.5393,-46.2167,712.54,432905,607.55,1.12,92.75,70.73,19.84,14.03,94.79,63,0,0,0,0
"12/04/2020","Osasco",129,"1.847.031",2,9,1,0.0698,"False","Oeste",-23.5334,-46.7915,64.95,680964,10484.43,0.21,100.0,68.76,19.89,13.68,92.8,62,30,0,0,0
"12/04/2020","Poá",9,"76.627",0,1,0,0.1111,"False","Leste",-23.5338,-46.3477,17.26,115538,6693.97,0.87,98.42,61.87,21.35,13.21,94.37,66,0,0,0,0
"12/04/2020","Ribeirão Pires",16,"129.667",0,0,0,0.0,"False","Sudeste",-23.7082,-46.4042,99.08,118968,1200.73,0.52,100.0,92.74,17.61,16.33,95.64,71,0,0,0,0
"12/04/2020","Rio Grande da Serra",5,"983.362",0,0,0,0.0,"False","Sudeste",-23.7442,-46.3975,36.34,49816,1370.83,1.27,100.0,59.08,19.8,11.7,97.42,0,0,0,0,0
"12/04/2020","Santa Isabel",1,"174.259",0,0,0,0.0,"False","Leste",-23.3158,-46.2254,363.33,55086,151.61,0.89,81.17,73.29,20.1,14.73,98.71,0,1,0,0,0
"12/04/2020","Santana de Parnaíba",33,"236.649",0,0,0,0.0,"False","Oeste",-23.443,-46.9227,179.95,138132,767.61,2.45,100.0,59.26,20.28,12.02,97.12,61,0,0,0,0
"12/04/2020","Santo André",147,"2.045.152",5,3,0,0.0204,"False","Sudeste",-23.6742,-46.5436,175.78,693867,3947.36,0.26,100.0,102.66,17.31,17.77,92.45,60,30,0,0,0
"12/04/2020","Suzano",33,"1.108.733",1,3,0,0.0909,"False","Leste",-23.5453,-46.3116,206.24,291002,1410.99,1.05,96.48,61.53,20.75,12.77,95.86,63,0,0,0,0
"12/04/2020","São Bernardo do Campo",179,"2.133.655",7,10,1,0.0559,"False","Sudeste",-23.6898,-46.5648,409.53,812086,1982.97,0.6,98.39,81.93,18.38,15.06,93.57,60,119,10,0,0
"12/04/2020","São Caetano do Sul",67,"4.158.211",6,2,0,0.0299,"False","Sudeste",-23.6234,-46.5552,15.33,151244,9865.88,0.14,100.0,157.5,14.66,23.1,86.82,57,30,4,0,0
"12/04/2020","São Paulo",6352,"518.445",221,445,23,0.0701,"False","Centro",-23.5505,-46.6333,1521.11,11869660,7803.29,0.54,99.1,82.2,18.99,15.61,90.89,58,957,20,20,0
"12/04/2020","Taboão da Serra",73,"2.520.161",2,5,0,0.0685,"False","Sudoeste",-23.6229,-46.7817,20.39,283871,13922.07,1.52,100.0,52.19,22.08,11.52,92.35,60,0,0,0,0
"12/04/2020","Vargem Grande Paulista",5,"950.625",0,3,0,0.6,"False","Sudoeste",-23.5998,-47.0225,42.49,52762,1241.75,2.09,100.0,54.21,22.15,12.01,97.95,0,0,0,0,0
"13/03/2020","Ferraz de Vasconcelos",1,"0.51473",0,0,0,0.0,"True","Leste",-23.529,-46.3636,29.56,193037,6530.35,1.39,95.51,50.76,21.48,10.9,95.47,35,0,0,0,0
"13/03/2020","Santana de Parnaíba",1,"0.71712",0,0,0,0.0,"True","Oeste",-23.443,-46.9227,179.95,138132,767.61,2.45,100.0,59.26,20.28,12.02,97.12,34,0,0,0,0
"13/03/2020","São Paulo",44,"0.35912",0,0,0,0.0,"True","Centro",-23.5505,-46.6333,1521.11,11869660,7803.29,0.54,99.1,82.2,18.99,15.61,90.89,29,957,20,20,0
"13/04/2020","Arujá",12,"1.335.946",0,1,0,0.0833,"False","Leste",-23.397,-46.3204,96.17,89744,933.18,1.84,96.31,55.76,21.53,12.01,97.25,55,0,0,0,0
"13/04/2020","Barueri",49,"1.787.134",1,2,0,0.0408,"False","Oeste",-23.5114,-46.8729,65.7,26439,4024.2,0.95,100.0,47.09,23.62,11.12,94.74,45,0,0,0,0
"13/04/2020","Caieiras",35,"3.449.295",1,4,0,0.1143,"False","Norte",-23.3612,-46.7402,97.64,100612,1030.44,1.54,98.26,60.86,19.69,11.99,96.01,55,0,0,0,0
"13/04/2020","Cajamar",5,"651.033",0,1,0,0.2,"False","Norte",-23.355,-46.8789,131.39,77627,590.81,1.95,98.82,44.85,22.09,9.91,99.14,58,0,0,0,0
"13/04/2020","Carapicuíba",33,"823.092",0,2,0,0.0606,"False","Oeste",-23.524,-46.8411,34.55,394598,11421.07,0.66,100.0,58.79,21.98,12.92,94.44,54,3,0,0,0
"13/04/2020","Cotia",62,"2.487.862",0,4,0,0.0645,"False","Sudoeste",-23.6027,-46.9195,323.99,247424,763.68,2.12,100.0,52.81,21.7,11.46,95.79,52,0,0,0,0
"13/04/2020","Diadema",66,"155.703",3,1,0,0.0152,"False","Sudeste",-23.6817,-46.6203,30.73,404477,13162.28,0.47,100.0,56.47,20.92,11.81,93.69,54,20,0,0,0
"13/04/2020","Embu das Artes",34,"1.242.118",0,2,0,0.0588,"False","Sudoeste",-23.6515,-46.8522,70.4,27079,3846.45,1.22,100.0,47.99,22.81,10.95,94.56,51,0,0,0,0
"13/04/2020","Embu-Guaçu",4,"576.493",0,0,0,0.0,"False","Sudoeste",-23.8295,-46.8149,155.64,68053,437.25,0.82,97.33,65.4,20.39,13.33,97.85,0,0,0,0,0
"13/04/2020","Ferraz de Vasconcelos",34,"1.750.088",0,0,0,0.0,"False","Leste",-23.529,-46.3636,29.56,193037,6530.35,1.39,95.51,50.76,21.48,10.9,95.47,52,0,0,0,0
"13/04/2020","Francisco Morato",14,"79.616",0,1,0,0.0714,"False","Norte",-23.2794,-46.7448,49.0,174403,3559.24,1.23,99.8,46.83,22.9,10.72,98.05,51,0,0,0,0
"13/04/2020","Franco da Rocha",22,"142.405",0,2,0,0.0909,"False","Norte",-23.3234,-46.7295,132.78,152201,1146.26,1.48,92.13,53.96,20.81,11.23,103.63,54,0,0,0,0
"13/04/2020","Guararema",1,"335.593",0,0,0,0.0,"False","Leste",-23.4129,-46.035,270.82,29429,108.67,1.32,86.05,70.18,20.16,14.15,99.72,0,2,0,0,0
"13/04/2020","Guarulhos",200,"1.450.135",2,17,1,0.085,"False","Leste",-23.4543,-46.5337,318.68,1351275,4240.23,1.02,100.0,57.41,20.97,12.04,95.01,52,23,2,0,0
"13/04/2020","Itapecerica da Serra",27,"1.536.772",0,1,0,0.037,"False","Sudoeste",-23.7154,-46.8526,150.74,169619,1125.24,1.08,99.17,48.05,22.36,10.74,99.46,56,0,0,0,0
"13/04/2020","Itapevi",19,"799.327",1,4,0,0.2105,"False","Oeste",-23.5493,-46.9332,82.66,237714,2875.8,1.72,100.0,42.1,23.08,9.72,96.78,52,0,0,0,0
"13/04/2020","Itaquaquecetuba",27,"728.114",1,0,0,0.0,"False","Leste",-23.4849,-46.3495,82.62,370589,4485.46,1.44,100.0,45.33,22.35,10.13,96.77,56,0,0,0,0
"13/04/2020","Jandira",5,"400.202",1,0,0,0.0,"False","Oeste",-23.528,-46.9028,17.45,123603,7083.27,1.34,100.0,52.93,20.51,10.85,95.76,51,0,0,0,0
"13/04/2020","Mairiporã",7,"698.749",0,2,0,0.2857,"False","Norte",-23.3157,-46.5824,320.7,98622,307.52,2.02,92.18,72.45,18.48,13.39,100.69,57,0,0,0,0
"13/04/2020","Mauá",50,"1.057.279",5,0,0,0.0,"False","Sudeste",-23.6666,-46.4599,61.91,460132,7432.27,1.0,100.0,66.02,19.03,12.56,95.49,53,0,0,0,0
"13/04/2020","Mogi das Cruzes",59,"1.323.339",1,4,2,0.0678,"False","Leste",-23.5393,-46.2167,712.54,432905,607.55,1.12,92.75,70.73,19.84,14.03,94.79,54,0,0,0,0
"13/04/2020","Osasco",139,"1.990.212",10,11,2,0.0791,"False","Oeste",-23.5334,-46.7915,64.95,680964,10484.43,0.21,100.0,68.76,19.89,13.68,92.8,52,30,0,0,0
"13/04/2020","Poá",9,"76.627",0,1,0,0.1111,"False","Leste",-23.5338,-46.3477,17.26,115538,6693.97,0.87,98.42,61.87,21.35,13.21,94.37,57,0,0,0,0
"13/04/2020","Ribeirão Pires",17,"1.377.712",1,0,0,0.0,"False","Sudeste",-23.7082,-46.4042,99.08,118968,1200.73,0.52,100.0,92.74,17.61,16.33,95.64,61,0,0,0,0
"13/04/2020","Rio Grande da Serra",5,"983.362",0,0,0,0.0,"False","Sudeste",-23.7442,-46.3975,36.34,49816,1370.83,1.27,100.0,59.08,19.8,11.7,97.42,0,0,0,0,0
"13/04/2020","Santa Isabel",1,"174.259",0,0,0,0.0,"False","Leste",-23.3158,-46.2254,363.33,55086,151.61,0.89,81.17,73.29,20.1,14.73,98.71,0,1,0,0,0
"13/04/2020","Santana de Parnaíba",33,"236.649",0,0,0,0.0,"False","Oeste",-23.443,-46.9227,179.95,138132,767.61,2.45,100.0,59.26,20.28,12.02,97.12,53,0,0,0,0
"13/04/2020","Santo André",150,"208.689",3,4,1,0.0267,"False","Sudeste",-23.6742,-46.5436,175.78,693867,3947.36,0.26,100.0,102.66,17.31,17.77,92.45,52,30,0,0,0
"13/04/2020","Suzano",33,"1.108.733",0,3,0,0.0909,"False","Leste",-23.5453,-46.3116,206.24,291002,1410.99,1.05,96.48,61.53,20.75,12.77,95.86,53,0,0,0,0
"13/04/2020","São Bernardo do Campo",185,"2.205.174",6,10,0,0.0541,"False","Sudeste",-23.6898,-46.5648,409.53,812086,1982.97,0.6,98.39,81.93,18.38,15.06,93.57,51,119,10,0,0
"13/04/2020","São Caetano do Sul",73,"4.530.588",6,2,0,0.0274,"False","Sudeste",-23.6234,-46.5552,15.33,151244,9865.88,0.14,100.0,157.5,14.66,23.1,86.82,47,30,4,0,0
"13/04/2020","São Paulo",6418,"5.238.319",66,456,11,0.0711,"False","Centro",-23.5505,-46.6333,1521.11,11869660,7803.29,0.54,99.1,82.2,18.99,15.61,90.89,50,957,20,20,0
"13/04/2020","Taboão da Serra",75,"2.589.207",2,5,0,0.0667,"False","Sudoeste",-23.6229,-46.7817,20.39,283871,13922.07,1.52,100.0,52.19,22.08,11.52,92.35,50,0,0,0,0
"13/04/2020","Vargem Grande Paulista",5,"950.625",0,3,0,0.6,"False","Sudoeste",-23.5998,-47.0225,42.49,52762,1241.75,2.09,100.0,54.21,22.15,12.01,97.95,0,0,0,0,0
"14/03/2020","Carapicuíba",1,"0.24942",1,0,0,0.0,"False","Oeste",-23.524,-46.8411,34.55,394598,11421.07,0.66,100.0,58.79,21.98,12.92,94.44,0,3,0,0,0
"14/03/2020","Ferraz de Vasconcelos",1,"0.51473",0,0,0,0.0,"False","Leste",-23.529,-46.3636,29.56,193037,6530.35,1.39,95.51,50.76,21.48,10.9,95.47,0,0,0,0,0
"14/03/2020","Santana de Parnaíba",1,"0.71712",0,0,0,0.0,"False","Oeste",-23.443,-46.9227,179.95,138132,767.61,2.45,100.0,59.26,20.28,12.02,97.12,0,0,0,0,0
"14/03/2020","São Paulo",62,"0.50604",18,0,0,0.0,"False","Centro",-23.5505,-46.6333,1521.11,11869660,7803.29,0.54,99.1,82.2,18.99,15.61,90.89,0,957,20,20,0
"14/04/2020","Arujá",15,"1.669.932",3,1,0,0.0667,"False","Leste",-23.397,-46.3204,96.17,89744,933.18,1.84,96.31,55.76,21.53,12.01,97.25,55,0,0,0,0
"14/04/2020","Barueri",51,"1.860.078",2,4,2,0.0784,"False","Oeste",-23.5114,-46.8729,65.7,26439,4024.2,0.95,100.0,47.09,23.62,11.12,94.74,45,0,0,0,0
"14/04/2020","Caieiras",36,"3.547.847",1,6,2,0.1667,"False","Norte",-23.3612,-46.7402,97.64,100612,1030.44,1.54,98.26,60.86,19.69,11.99,96.01,55,0,0,0,0
"14/04/2020","Cajamar",5,"651.033",0,1,0,0.2,"False","Norte",-23.355,-46.8789,131.39,77627,590.81,1.95,98.82,44.85,22.09,9.91,99.14,58,0,0,0,0
"14/04/2020","Carapicuíba",36,"897.919",3,2,0,0.0556,"False","Oeste",-23.524,-46.8411,34.55,394598,11421.07,0.66,100.0,58.79,21.98,12.92,94.44,53,3,0,0,0
"14/04/2020","Cotia",64,"2.568.115",2,4,0,0.0625,"False","Sudoeste",-23.6027,-46.9195,323.99,247424,763.68,2.12,100.0,52.81,21.7,11.46,95.79,53,0,0,0,0
"14/04/2020","Diadema",71,"1.674.987",5,2,1,0.0282,"False","Sudeste",-23.6817,-46.6203,30.73,404477,13162.28,0.47,100.0,56.47,20.92,11.81,93.69,54,20,0,0,0
"14/04/2020","Embu das Artes",37,"1.351.717",3,2,0,0.0541,"False","Sudoeste",-23.6515,-46.8522,70.4,27079,3846.45,1.22,100.0,47.99,22.81,10.95,94.56,48,0,0,0,0
"14/04/2020","Embu-Guaçu",4,"576.493",0,0,0,0.0,"False","Sudoeste",-23.8295,-46.8149,155.64,68053,437.25,0.82,97.33,65.4,20.39,13.33,97.85,0,0,0,0,0
"14/04/2020","Ferraz de Vasconcelos",35,"1.801.561",1,1,1,0.0286,"False","Leste",-23.529,-46.3636,29.56,193037,6530.35,1.39,95.51,50.76,21.48,10.9,95.47,53,0,0,0,0
"14/04/2020","Francisco Morato",14,"79.616",0,1,0,0.0714,"False","Norte",-23.2794,-46.7448,49.0,174403,3559.24,1.23,99.8,46.83,22.9,10.72,98.05,50,0,0,0,0
"14/04/2020","Franco da Rocha",22,"142.405",0,2,0,0.0909,"False","Norte",-23.3234,-46.7295,132.78,152201,1146.26,1.48,92.13,53.96,20.81,11.23,103.63,54,0,0,0,0
"14/04/2020","Guararema",1,"335.593",0,0,0,0.0,"False","Leste",-23.4129,-46.035,270.82,29429,108.67,1.32,86.05,70.18,20.16,14.15,99.72,0,2,0,0,0
"14/04/2020","Guarulhos",214,"1.551.644",14,19,2,0.0888,"False","Leste",-23.4543,-46.5337,318.68,1351275,4240.23,1.02,100.0,57.41,20.97,12.04,95.01,52,23,2,0,0
"14/04/2020","Itapecerica da Serra",27,"1.536.772",0,1,0,0.037,"False","Sudoeste",-23.7154,-46.8526,150.74,169619,1125.24,1.08,99.17,48.05,22.36,10.74,99.46,56,0,0,0,0
"14/04/2020","Itapevi",19,"799.327",0,4,0,0.2105,"False","Oeste",-23.5493,-46.9332,82.66,237714,2875.8,1.72,100.0,42.1,23.08,9.72,96.78,53,0,0,0,0
"14/04/2020","Itaquaquecetuba",28,"755.081",1,0,0,0.0,"False","Leste",-23.4849,-46.3495,82.62,370589,4485.46,1.44,100.0,45.33,22.35,10.13,96.77,56,0,0,0,0
"14/04/2020","Jandira",5,"400.202",0,0,0,0.0,"False","Oeste",-23.528,-46.9028,17.45,123603,7083.27,1.34,100.0,52.93,20.51,10.85,95.76,52,0,0,0,0
"14/04/2020","Mairiporã",7,"698.749",0,2,0,0.2857,"False","Norte",-23.3157,-46.5824,320.7,98622,307.52,2.02,92.18,72.45,18.48,13.39,100.69,58,0,0,0,0
"14/04/2020","Mauá",52,"109.957",2,1,1,0.0192,"False","Sudeste",-23.6666,-46.4599,61.91,460132,7432.27,1.0,100.0,66.02,19.03,12.56,95.49,53,0,0,0,0
"14/04/2020","Mogi das Cruzes",65,"1.457.916",6,5,1,0.0769,"False","Leste",-23.5393,-46.2167,712.54,432905,607.55,1.12,92.75,70.73,19.84,14.03,94.79,54,0,0,0,0
"14/04/2020","Osasco",144,"2.061.803",5,13,2,0.0903,"False","Oeste",-23.5334,-46.7915,64.95,680964,10484.43,0.21,100.0,68.76,19.89,13.68,92.8,52,30,0,0,0
"14/04/2020","Poá",9,"76.627",0,1,0,0.1111,"False","Leste",-23.5338,-46.3477,17.26,115538,6693.97,0.87,98.42,61.87,21.35,13.21,94.37,57,0,0,0,0
"14/04/2020","Ribeirão Pires",17,"1.377.712",0,0,0,0.0,"False","Sudeste",-23.7082,-46.4042,99.08,118968,1200.73,0.52,100.0,92.74,17.61,16.33,95.64,59,0,0,0,0
"14/04/2020","Rio Grande da Serra",5,"983.362",0,0,0,0.0,"False","Sudeste",-23.7442,-46.3975,36.34,49816,1370.83,1.27,100.0,59.08,19.8,11.7,97.42,0,0,0,0,0
"14/04/2020","Santa Isabel",1,"174.259",0,1,1,1.0,"False","Leste",-23.3158,-46.2254,363.33,55086,151.61,0.89,81.17,73.29,20.1,14.73,98.71,0,1,0,0,0
"14/04/2020","Santana de Parnaíba",34,"2.438.202",1,0,0,0.0,"False","Oeste",-23.443,-46.9227,179.95,138132,767.61,2.45,100.0,59.26,20.28,12.02,97.12,53,0,0,0,0
"14/04/2020","Santo André",160,"2.226.016",10,4,0,0.025,"False","Sudeste",-23.6742,-46.5436,175.78,693867,3947.36,0.26,100.0,102.66,17.31,17.77,92.45,51,30,0,0,0
"14/04/2020","Suzano",38,"1.276.723",5,6,3,0.1579,"False","Leste",-23.5453,-46.3116,206.24,291002,1410.99,1.05,96.48,61.53,20.75,12.77,95.86,54,0,0,0,0
"14/04/2020","São Bernardo do Campo",201,"2.395.892",16,11,1,0.0547,"False","Sudeste",-23.6898,-46.5648,409.53,812086,1982.97,0.6,98.39,81.93,18.38,15.06,93.57,50,119,10,0,0
"14/04/2020","São Caetano do Sul",77,"4.778.839",4,3,1,0.039,"False","Sudeste",-23.6234,-46.5552,15.33,151244,9865.88,0.14,100.0,157.5,14.66,23.1,86.82,49,30,4,0,0
"14/04/2020","São Paulo",6705,"5.472.566",287,512,56,0.0764,"False","Centro",-23.5505,-46.6333,1521.11,11869660,7803.29,0.54,99.1,82.2,18.99,15.61,90.89,50,957,20,20,0
"14/04/2020","Taboão da Serra",78,"2.692.775",3,5,0,0.0641,"False","Sudoeste",-23.6229,-46.7817,20.39,283871,13922.07,1.52,100.0,52.19,22.08,11.52,92.35,49,0,0,0,0
"14/04/2020","Vargem Grande Paulista",5,"950.625",0,3,0,0.6,"False","Sudoeste",-23.5998,-47.0225,42.49,52762,1241.75,2.09,100.0,54.21,22.15,12.01,97.95,0,0,0,0,0
"15/03/2020","Carapicuíba",1,"0.24942",0,0,0,0.0,"True","Oeste",-23.524,-46.8411,34.55,394598,11421.07,0.66,100.0,58.79,21.98,12.92,94.44,0,3,0,0,0
"15/03/2020","Ferraz de Vasconcelos",1,"0.51473",0,0,0,0.0,"True","Leste",-23.529,-46.3636,29.56,193037,6530.35,1.39,95.51,50.76,21.48,10.9,95.47,0,0,0,0,0
"15/03/2020","Santana de Parnaíba",1,"0.71712",0,0,0,0.0,"True","Oeste",-23.443,-46.9227,179.95,138132,767.61,2.45,100.0,59.26,20.28,12.02,97.12,0,0,0,0,0
"15/03/2020","São Paulo",62,"0.50604",0,0,0,0.0,"True","Centro",-23.5505,-46.6333,1521.11,11869660,7803.29,0.54,99.1,82.2,18.99,15.61,90.89,0,957,20,20,0
"15/04/2020","Arujá",15,"1.669.932",0,1,0,0.0667,"False","Leste",-23.397,-46.3204,96.17,89744,933.18,1.84,96.31,55.76,21.53,12.01,97.25,54,0,0,0,0
"15/04/2020","Barueri",64,"2.334.216",13,4,0,0.0625,"False","Oeste",-23.5114,-46.8729,65.7,26439,4024.2,0.95,100.0,47.09,23.62,11.12,94.74,45,0,0,0,0
"15/04/2020","Caieiras",42,"4.139.154",6,6,0,0.1429,"False","Norte",-23.3612,-46.7402,97.64,100612,1030.44,1.54,98.26,60.86,19.69,11.99,96.01,55,0,0,0,0
"15/04/2020","Cajamar",5,"651.033",0,1,0,0.2,"False","Norte",-23.355,-46.8789,131.39,77627,590.81,1.95,98.82,44.85,22.09,9.91,99.14,57,0,0,0,0
"15/04/2020","Carapicuíba",43,"1.072.514",7,2,0,0.0465,"False","Oeste",-23.524,-46.8411,34.55,394598,11421.07,0.66,100.0,58.79,21.98,12.92,94.44,53,3,0,0,0
"15/04/2020","Cotia",70,"2.808.876",6,4,0,0.0571,"False","Sudoeste",-23.6027,-46.9195,323.99,247424,763.68,2.12,100.0,52.81,21.7,11.46,95.79,53,0,0,0,0
"15/04/2020","Diadema",94,"2.217.588",23,2,0,0.0213,"False","Sudeste",-23.6817,-46.6203,30.73,404477,13162.28,0.47,100.0,56.47,20.92,11.81,93.69,54,20,0,0,0
"15/04/2020","Embu das Artes",43,"1.570.914",6,2,0,0.0465,"False","Sudoeste",-23.6515,-46.8522,70.4,27079,3846.45,1.22,100.0,47.99,22.81,10.95,94.56,51,0,0,0,0
"15/04/2020","Embu-Guaçu",4,"576.493",0,0,0,0.0,"False","Sudoeste",-23.8295,-46.8149,155.64,68053,437.25,0.82,97.33,65.4,20.39,13.33,97.85,0,0,0,0,0
"15/04/2020","Ferraz de Vasconcelos",41,"21.104",6,1,0,0.0244,"False","Leste",-23.529,-46.3636,29.56,193037,6530.35,1.39,95.51,50.76,21.48,10.9,95.47,51,0,0,0,0
"15/04/2020","Francisco Morato",20,"1.137.372",6,1,0,0.05,"False","Norte",-23.2794,-46.7448,49.0,174403,3559.24,1.23,99.8,46.83,22.9,10.72,98.05,51,0,0,0,0
"15/04/2020","Franco da Rocha",41,"2.653.911",19,2,0,0.0488,"False","Norte",-23.3234,-46.7295,132.78,152201,1146.26,1.48,92.13,53.96,20.81,11.23,103.63,54,0,0,0,0
"15/04/2020","Guararema",2,"671.186",1,0,0,0.0,"False","Leste",-23.4129,-46.035,270.82,29429,108.67,1.32,86.05,70.18,20.16,14.15,99.72,0,2,0,0,0
"15/04/2020","Guarulhos",253,"1.834.421",39,22,3,0.087,"False","Leste",-23.4543,-46.5337,318.68,1351275,4240.23,1.02,100.0,57.41,20.97,12.04,95.01,51,23,2,0,0
"15/04/2020","Itapecerica da Serra",33,"1.878.276",6,1,0,0.0303,"False","Sudoeste",-23.7154,-46.8526,150.74,169619,1125.24,1.08,99.17,48.05,22.36,10.74,99.46,56,0,0,0,0
"15/04/2020","Itapevi",27,"1.135.886",8,5,1,0.1852,"False","Oeste",-23.5493,-46.9332,82.66,237714,2875.8,1.72,100.0,42.1,23.08,9.72,96.78,53,0,0,0,0
"15/04/2020","Itaquaquecetuba",37,"997.786",9,0,0,0.0,"False","Leste",-23.4849,-46.3495,82.62,370589,4485.46,1.44,100.0,45.33,22.35,10.13,96.77,55,0,0,0,0
"15/04/2020","Jandira",8,"640.323",3,1,1,0.125,"False","Oeste",-23.528,-46.9028,17.45,123603,7083.27,1.34,100.0,52.93,20.51,10.85,95.76,52,0,0,0,0
"15/04/2020","Mairiporã",9,"898.392",2,2,0,0.2222,"False","Norte",-23.3157,-46.5824,320.7,98622,307.52,2.02,92.18,72.45,18.48,13.39,100.69,58,0,0,0,0
"15/04/2020","Mauá",66,"1.395.608",14,2,1,0.0303,"False","Sudeste",-23.6666,-46.4599,61.91,460132,7432.27,1.0,100.0,66.02,19.03,12.56,95.49,52,0,0,0,0
"15/04/2020","Mogi das Cruzes",80,"1.794.358",15,5,0,0.0625,"False","Leste",-23.5393,-46.2167,712.54,432905,607.55,1.12,92.75,70.73,19.84,14.03,94.79,54,0,0,0,0
